"HH_ID","ID","age","sex","birth_date","ID_mother","ID_father","date_prev_birth","num_births","ID_partner","union","child","mother","father","parent","HH_adults","age_first_birth","original_ID","hh_position","partner","main_parent","random_inf","enter_pop","comm_hh_prop","child18_hh","disease_state","inf_time","age_group_hh","age_group_pop","age_group","age_group_trans","parent_pop","transition","event_date","age_partner","immigrant","HH_size","HH_children","lipro_child_hh","NH"
2113894,8256267,28,"M",1983-04-26,NA,8179472,NA,NA,NA,0,0,0,0,0,3,NA,"C02C8BA7CAB3058C","child",1,8179472,NA,NA,NA,NA,NA,NA,3,3,15,15,1,NA,NA,NA,NA,3,0,2,0
2114018,5885001,63,"F",1948-09-01,NA,NA,NA,NA,2724721,1,0,1,0,1,3,NA,"88F0FAA31983DB45","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,63,NA,3,0,1,0
2114018,5854294,30,"M",1981-09-18,5885001,2724721,NA,NA,NA,0,0,0,0,0,3,NA,"883B1A592A30DBFC","child",1,5885001,NA,NA,NA,NA,NA,NA,3,3,18,18,1,NA,NA,NA,NA,3,0,1,0
2114018,2724721,63,"M",1948-01-25,NA,NA,NA,NA,5885001,1,0,0,1,1,3,NA,"3F686F5801DB798B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,63,NA,3,0,1,0
2115139,2726594,54,"M",1957-07-11,NA,NA,NA,NA,10511290,1,0,0,1,1,2,NA,"3F73A4233BA50AF7","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,54,NA,3,1,1,0
2115139,6297878,17,"M",1994-06-09,10511290,2726594,NA,NA,NA,0,1,0,0,0,2,NA,"928CBD94E3044722","child",1,10511290,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,3,1,1,0
2115139,10511290,47,"F",1964-12-19,NA,NA,1994-06-09,1,2726594,1,0,1,0,1,2,29.4904109589041,"F49E90B88EB338EA","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,47,NA,3,1,1,0
2115375,8133122,51,"F",1960-01-02,NA,NA,1989-01-03,2,6824523,1,0,1,0,1,4,25.1561643835616,"BD4EFD8E7968CC2D","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,51,NA,4,0,2,0
2115375,7415425,26,"M",1985-02-21,8133122,6824523,NA,NA,NA,0,0,0,0,0,4,NA,"AC9248724788308D","child",1,8133122,NA,NA,NA,NA,NA,NA,3,3,14,14,1,NA,NA,NA,NA,4,0,2,0
2115375,6824523,57,"M",1954-06-10,NA,NA,NA,NA,8133122,1,0,0,1,1,4,NA,"9ED17949C7B65B0A","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,57,NA,4,0,2,0
2115375,2726974,22,"M",1989-01-03,8133122,6824523,NA,NA,NA,0,0,0,0,0,4,NA,"3F75DA4CAE795EED","child",1,8133122,NA,NA,NA,NA,NA,NA,3,3,13,13,1,NA,NA,NA,NA,4,0,2,0
2116644,2729087,68,"F",1943-09-13,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"3F8253E9E9D5C058","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,NA,NA,1,0,0,0
2116699,9267810,48,"M",1963-08-21,NA,NA,NA,NA,9875601,1,0,0,1,1,3,NA,"D7B4948AA7FDED6C","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,48,NA,3,0,1,0
2116699,9875601,46,"F",1965-10-15,NA,NA,1989-11-17,1,9267810,1,0,1,0,1,3,24.1068493150685,"E5D51B2170C178CD","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,46,NA,3,0,1,0
2116699,2729185,22,"F",1989-11-17,9875601,9267810,NA,0,NA,0,0,0,0,0,3,NA,"3F82DE03B538C1C6","child",1,9875601,NA,NA,NA,NA,NA,NA,3,3,12,12,1,NA,NA,NA,NA,3,0,1,0
2117776,2730980,71,"M",1940-06-11,NA,NA,NA,NA,9099389,1,0,0,0,0,2,NA,"3F8DE0F81A53281F","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,36,36,0,NA,NA,71,NA,2,0,0,0
2117776,9099389,71,"F",1940-02-29,NA,NA,NA,NA,2730980,1,0,0,0,0,2,NA,"D3C722ECCBA7D632","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,37,37,0,NA,NA,71,NA,2,0,0,0
2118717,7168460,48,"F",1963-12-10,NA,NA,1993-08-24,1,2732595,1,0,1,0,1,4,29.7260273972603,"A6CF61C906FA68B6","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,48,NA,5,0,1,0
2118717,3505813,62,"F",1949-04-25,NA,NA,NA,NA,NA,0,0,0,0,0,4,NA,"51958750439BD24B","non_family",1,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,NA,NA,5,0,1,0
2118717,4291546,68,"M",1943-11-23,NA,NA,NA,NA,NA,0,0,0,0,0,4,NA,"63D78008A909B4E3","non_family",1,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,NA,NA,5,0,1,0
2118717,10740665,18,"F",1993-08-24,7168460,2732595,NA,0,NA,0,0,0,0,0,4,NA,"F9F3986D3B8EFED7","child",1,7168460,NA,NA,NA,NA,NA,NA,2,2,12,12,1,NA,NA,NA,NA,5,0,1,0
2118717,2732595,60,"M",1951-08-29,NA,NA,NA,NA,7168460,1,0,0,1,1,4,NA,"3F9784657CB889AA","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,32,32,0,NA,NA,60,NA,5,0,1,0
2119016,2733088,12,"F",1999-01-25,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"3F9A783F8F690C81","child",1,6775674,NA,NA,NA,NA,NA,NA,1,1,7,7,1,NA,NA,NA,NA,3,2,2,0
2119016,9599330,10,"F",2001-01-22,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"DF69EAC5DE61862F","child",1,6775674,NA,NA,NA,NA,NA,NA,1,1,7,7,1,NA,NA,NA,NA,3,2,2,0
2119016,6775674,37,"F",1974-08-17,NA,NA,2001-01-22,2,NA,0,0,0,0,0,1,24.4575342465753,"9DADE982467E6EC8","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,NA,NA,3,2,2,0
2119441,7051429,20,"F",1991-02-05,10970461,2733779,NA,0,NA,0,0,0,0,0,3,NA,"A4173DE16EF30D24","child",1,10970461,NA,NA,NA,NA,NA,NA,3,3,12,12,1,NA,NA,NA,NA,3,0,1,0
2119441,2733779,54,"M",1957-12-02,NA,NA,NA,NA,10970461,1,0,0,1,1,3,NA,"3F9E8D340E789B44","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,54,NA,3,0,1,0
2119441,10970461,51,"F",1960-04-03,NA,NA,1991-02-05,1,2733779,1,0,1,0,1,3,30.8630136986301,"FF4C84B772F8E9BE","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,51,NA,3,0,1,0
2119666,2734151,41,"M",1970-11-18,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"3FA0B4A9F122368B","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,NA,NA,1,0,0,0
2119895,10327997,39,"M",1972-11-29,NA,NA,NA,NA,4804589,1,0,0,1,1,2,NA,"F05D8264EE5F3496","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,39,NA,5,3,3,0
2119895,4804589,36,"F",1975-11-17,NA,NA,2008-10-17,3,10327997,1,0,1,0,1,2,29.4684931506849,"6FC8EAC7A89E585D","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,36,NA,5,3,3,0
2119895,2734523,6,"M",2005-04-29,4804589,10327997,NA,NA,NA,0,1,0,0,0,2,NA,"3FA2C4979405E5AB","child",1,4804589,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,5,3,3,0
2119895,5201734,5,"M",2006-12-22,4804589,10327997,NA,NA,NA,0,1,0,0,0,2,NA,"7907BAA4AD926DF3","child",1,4804589,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,5,3,3,0
2119895,2949696,3,"F",2008-10-17,4804589,10327997,NA,NA,NA,0,1,0,0,0,2,NA,"44A524901EB55735","child",1,4804589,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,3,3,0
2119899,2734527,70,"M",1941-08-15,NA,NA,NA,NA,7111582,1,0,0,0,0,2,NA,"3FA2CE93555A551A","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,70,NA,2,0,0,0
2119899,7111582,69,"F",1942-07-29,NA,NA,NA,NA,2734527,1,0,0,0,0,2,NA,"A57E5AD4780F9F03","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,69,NA,2,0,0,0
2120129,2734914,7,"F",2004-12-24,6436676,5765762,NA,NA,NA,0,1,0,0,0,2,NA,"3FA505CB51146AF2","child",1,6436676,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,4,2,2,0
2120129,5765762,48,"M",1963-06-12,NA,NA,NA,NA,6436676,1,0,0,1,1,2,NA,"862D9F656F31E52E","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,25,25,0,NA,NA,48,NA,4,2,2,0
2120129,7411629,16,"M",1995-04-16,6436676,5765762,NA,NA,NA,0,1,0,0,0,2,NA,"AC7B8266054179E3","child",1,6436676,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,4,2,2,0
2120129,6436676,46,"F",1965-09-04,NA,NA,2004-12-24,2,5765762,1,0,1,0,1,2,29.6328767123288,"95CA5BA93B8875B9","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,46,NA,4,2,2,0
2120338,4514926,33,"F",1978-09-25,NA,NA,2010-11-16,3,2735278,1,0,1,0,1,2,27.7616438356164,"69080C92E4654747","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,33,NA,5,3,3,0
2120338,2735278,39,"M",1972-08-12,NA,NA,NA,NA,4514926,1,0,0,1,1,2,NA,"3FA77F39D04E94A5","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,39,NA,5,3,3,0
2120338,6150268,3,"M",2008-09-22,4514926,2735278,NA,NA,NA,0,1,0,0,0,2,NA,"8F1F9D8FC180C48E","child",1,4514926,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,5,3,3,0
2120338,10056156,5,"F",2006-06-23,4514926,2735278,NA,NA,NA,0,1,0,0,0,2,NA,"EA063C95F8ECDF2E","child",1,4514926,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,3,3,0
2120338,10780230,1,"M",2010-11-16,4514926,2735278,NA,NA,NA,0,1,0,0,0,2,NA,"FAE0B1919B70365C","child",1,4514926,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,5,3,3,0
2120362,2735316,62,"M",1949-03-16,NA,NA,NA,NA,8755369,1,0,0,0,0,2,NA,"3FA7AFC2941962C7","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,31,31,0,NA,NA,62,NA,2,0,0,0
2120362,8755369,54,"F",1957-01-08,NA,NA,NA,NA,2735316,1,0,0,0,0,2,NA,"CBC3BD6D98D60D00","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,54,NA,2,0,0,0
2121157,4447062,53,"M",1958-10-03,NA,NA,NA,NA,4346713,1,0,0,1,1,3,NA,"6774F97B0201AA48","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,53,NA,3,0,1,0
2121157,4346713,52,"F",1959-01-08,NA,NA,NA,NA,4447062,1,0,1,0,1,3,NA,"651FC0D235567843","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,52,NA,3,0,1,0
2121157,2736660,23,"M",1988-03-17,4346713,4447062,NA,NA,NA,0,0,0,0,0,3,NA,"3FAFC8F4107D9D59","child",1,4346713,NA,NA,NA,NA,NA,NA,3,3,14,14,1,NA,NA,NA,NA,3,0,1,0
2121704,2737602,37,"M",1974-03-27,NA,NA,NA,NA,9539141,1,0,0,0,0,2,NA,"3FB58A68B9D90E7B","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,37,NA,2,0,0,0
2121704,9539141,31,"F",1980-04-07,NA,NA,NA,0,2737602,1,0,0,0,0,2,NA,"DE02E7F76FD31FF2","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,NA,31,NA,2,0,0,0
2121999,2738084,65,"F",1946-01-23,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"3FB8B2150D9D2F71","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,NA,NA,1,0,0,0
2122407,2738756,68,"M",1943-02-05,NA,NA,NA,NA,7101470,1,0,0,0,0,2,NA,"3FBCBBFE8ADE6B41","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,36,36,0,NA,NA,68,NA,2,0,0,0
2122407,7101470,56,"F",1955-12-03,NA,NA,NA,NA,2738756,1,0,0,0,0,2,NA,"A541FD2B8231602B","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,56,NA,2,0,0,0
2122734,8395182,47,"M",1964-01-21,NA,NA,NA,NA,2739291,1,0,0,1,1,2,NA,"C3661176396DE710","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,24,24,0,NA,NA,47,NA,4,2,2,0
2122734,2739291,49,"F",1962-07-17,NA,NA,1998-10-29,2,8395182,1,0,1,0,1,2,33.1369863013699,"3FBFEBF600C9189B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,49,NA,4,2,2,0
2122734,4451698,16,"M",1995-08-28,2739291,8395182,NA,NA,NA,0,1,0,0,0,2,NA,"67912BC7E7EB714B","child",1,2739291,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,4,2,2,0
2122734,4591778,13,"M",1998-10-29,2739291,8395182,NA,NA,NA,0,1,0,0,0,2,NA,"6AD2FF7DCDA9D97E","child",1,2739291,NA,NA,NA,NA,NA,NA,2,2,9,9,1,NA,NA,NA,NA,4,2,2,0
2123749,4272883,77,"F",1934-01-30,NA,NA,NA,NA,2741047,1,0,0,0,0,2,NA,"6367F48A085DED76","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,41,0,NA,NA,77,NA,2,0,0,0
2123749,2741047,78,"M",1933-02-09,NA,NA,NA,NA,4272883,1,0,0,0,0,2,NA,"3FCAF8339C1FE26A","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,40,0,NA,NA,78,NA,2,0,0,0
2123927,10590659,58,"F",1953-03-03,NA,NA,NA,NA,2741329,1,0,1,0,1,2,NA,"F677528FA01AC0E4","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,29,29,0,NA,NA,58,NA,3,1,1,0
2123927,5573499,17,"M",1994-06-13,10590659,2741329,NA,NA,NA,0,1,0,0,0,2,NA,"81B4FF766FB0E14D","child",1,10590659,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,3,1,1,0
2123927,2741329,46,"M",1965-03-22,NA,NA,NA,NA,10590659,1,0,0,1,1,2,NA,"3FCCDB8B478CE838","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,23,23,0,NA,NA,46,NA,3,1,1,0
2124003,2741448,90,"M",1921-07-07,NA,NA,NA,NA,7081407,1,0,0,0,0,2,NA,"3FCD966876D2D31D","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,43,0,NA,NA,90,NA,2,0,0,0
2124003,7081407,89,"F",1922-08-09,NA,NA,NA,NA,2741448,1,0,0,0,0,2,NA,"A4CA76C54C9056DC","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,43,0,NA,NA,89,NA,2,0,0,0
2124826,6708613,42,"M",1969-12-14,NA,NA,NA,NA,2742867,1,0,0,1,1,2,NA,"9C1D54AF1F5F3F14","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,2011-03-30,42,NA,3,1,1,0
2124826,2742867,29,"F",1982-08-08,NA,NA,2011-03-30,1,6708613,1,0,1,0,1,2,31,"3FD61B8A5DD03B2F","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,2011-03-30,29,NA,3,1,1,0
2124826,11000266,0,"M",2011-03-30,2742867,6708613,NA,0,NA,0,1,0,0,0,NA,NA,NA,"child",NA,2742867,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2011-03-30,NA,NA,3,1,1,0
2125844,2744594,31,"M",1980-05-12,NA,NA,NA,NA,10222170,1,0,0,1,1,2,NA,"3FE0F3472B0037E4","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,17,17,0,NA,NA,31,NA,5,3,3,0
2125844,4900779,6,"F",2005-12-11,10222170,2744594,NA,NA,NA,0,1,0,0,0,2,NA,"7207741E001FC9B9","child",1,10222170,NA,NA,NA,NA,NA,NA,1,1,4,4,1,NA,NA,NA,NA,5,3,3,0
2125844,10401272,3,"M",2008-03-28,10222170,2744594,NA,NA,NA,0,1,0,0,0,2,NA,"F2101DE884B8365B","child",1,10222170,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,5,3,3,0
2125844,10222170,37,"F",1974-04-12,NA,NA,2008-03-28,3,2744594,1,0,1,0,1,2,31.6876712328767,"EDE4BE8C61A6D02B","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,37,NA,5,3,3,0
2125844,6528715,6,"F",2005-12-11,10222170,2744594,NA,NA,NA,0,1,0,0,0,2,NA,"97EFE283B7B56C02","child",1,10222170,NA,NA,NA,NA,NA,NA,1,1,5,5,1,NA,NA,NA,NA,5,3,3,0
2126358,8416569,59,"F",1952-01-17,NA,NA,NA,NA,2745467,1,0,0,0,0,2,NA,"C3E5F22E3C7DAFDA","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,31,31,0,NA,NA,59,NA,2,0,0,0
2126358,2745467,63,"M",1948-07-23,NA,NA,NA,NA,8416569,1,0,0,0,0,2,NA,"3FE5F17A57477577","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,32,32,0,NA,NA,63,NA,2,0,0,0
2127034,8964459,39,"M",1972-06-12,NA,NA,NA,NA,2746606,1,0,0,1,1,2,NA,"D0A0A456420CC7C4","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,39,NA,3,1,1,0
2127034,2746606,36,"F",1975-10-09,NA,NA,2006-01-14,1,8964459,1,0,1,0,1,2,30.2876712328767,"3FECA1C7F35F2A74","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,19,19,0,NA,NA,36,NA,3,1,1,0
2127034,6282308,5,"F",2006-01-14,2746606,8964459,NA,NA,NA,0,1,0,0,0,2,NA,"922F490B5BAAF108","child",1,2746606,NA,NA,NA,NA,NA,NA,1,1,3,3,1,NA,NA,NA,NA,3,1,1,0
2127107,8151101,50,"M",1961-10-12,NA,NA,NA,NA,2746737,1,0,0,0,0,3,NA,"BDBA42F54A302B44","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,26,26,0,NA,NA,50,NA,3,0,0,0
2127107,2746737,59,"F",1952-03-31,NA,NA,NA,NA,8151101,1,0,0,0,0,3,NA,"3FED45BC7247085B","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,31,31,0,NA,NA,59,NA,3,0,0,0
2127107,5439589,20,"F",1991-11-26,NA,NA,NA,0,NA,0,0,0,0,0,3,NA,"7E970C75FE1782F2","non_family",1,NA,NA,NA,NA,NA,NA,NA,3,3,12,12,0,NA,NA,NA,NA,3,0,0,0
2127937,2748065,32,"F",1979-06-29,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,"3FF5B09EF2FD0CBC","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,NA,NA,NA,1,0,0,0
2128136,2748396,90,"F",1921-09-25,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"3FF792FB912B9A28","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,38,43,0,NA,NA,NA,NA,1,0,0,0
2129371,2750550,82,"M",1929-04-29,NA,NA,NA,NA,7244446,1,0,0,0,0,2,NA,"400484617DD3A016","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,43,0,NA,NA,82,NA,2,0,0,0
2129371,7244446,78,"F",1933-10-21,NA,NA,NA,NA,2750550,1,0,0,0,0,2,NA,"A8965424D61DD8B7","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,41,0,NA,NA,78,NA,2,0,0,0
2130268,6748699,66,"F",1945-12-08,NA,NA,NA,NA,2752103,1,0,0,0,0,2,NA,"9D0B4112113C5515","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,35,35,0,NA,NA,66,NA,2,0,0,0
2130268,2752103,68,"M",1943-12-25,NA,NA,NA,NA,6748699,1,0,0,0,0,2,NA,"400D6409FE4030FB","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,34,34,0,NA,NA,68,NA,2,0,0,0
2130491,4619207,53,"F",1958-08-06,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,"6B767A2FF0E7C1CE","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,27,27,0,NA,NA,NA,NA,2,0,1,0
2130491,2752487,22,"M",1989-02-27,NA,NA,NA,NA,NA,0,0,0,0,0,2,NA,"400F687CD9A8121C","child",1,4619207,NA,NA,NA,NA,NA,NA,3,3,12,12,1,NA,NA,NA,NA,2,0,1,0
2130546,2752595,72,"F",1939-09-03,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,"4010093E08E592A3","single",1,NA,NA,NA,NA,NA,NA,NA,4,4,38,38,0,NA,NA,NA,NA,1,0,0,0
2131060,8926043,15,"F",1996-01-17,4471895,9398518,NA,0,NA,0,1,0,0,0,2,NA,"CFBBA4A386C55C0E","child",1,4471895,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,4,2,2,0
2131060,2753477,13,"F",1998-10-19,4471895,9398518,NA,NA,NA,0,1,0,0,0,2,NA,"40158833FFF0EF01","child",1,4471895,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,4,2,2,0
2131060,4471895,40,"F",1971-07-10,NA,NA,1998-10-19,2,9398518,1,0,1,0,1,2,24.5397260273973,"6808CBFB0DCF9518","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,20,20,0,NA,NA,40,NA,4,2,2,0
2131060,9398518,40,"M",1971-05-03,NA,NA,NA,NA,4471895,1,0,0,1,1,2,NA,"DABF21E95F76BADC","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,40,NA,4,2,2,0
2131238,7505273,72,"F",1939-02-06,NA,NA,NA,NA,2753791,1,0,0,0,0,2,NA,"AEA805B4A3EEA5F9","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,36,36,0,NA,NA,72,NA,2,0,0,0
2131238,2753791,78,"M",1933-09-08,NA,NA,NA,NA,7505273,1,0,0,0,0,2,NA,"401792EE9B10EE49","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,38,40,0,NA,NA,78,NA,2,0,0,0
2131448,2754132,28,"M",1983-09-04,NA,NA,NA,NA,10560050,1,0,0,0,0,3,NA,"40199F4E0F348F07","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,15,15,0,NA,NA,28,NA,2,0,0,0
2131448,10560050,29,"F",1982-02-13,NA,NA,NA,0,2754132,1,0,0,0,0,3,NA,"F5C1539594375228","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,16,16,0,NA,NA,29,NA,2,0,0,0
2131839,2754781,13,"F",1998-08-25,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"401D80B1B5D74B46","child",1,8487883,NA,NA,NA,NA,NA,NA,2,2,7,7,1,NA,NA,NA,NA,4,2,3,0
2131839,6646006,10,"M",2001-06-29,NA,NA,NA,NA,NA,0,1,0,0,0,1,NA,"9AAACF942186BB8E","child",1,8487883,NA,NA,NA,NA,NA,NA,1,1,8,8,1,NA,NA,NA,NA,4,2,3,0
2131839,7641804,18,"F",1993-09-22,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,"B1D93736D689E57D","child",1,8487883,NA,NA,NA,NA,NA,NA,2,2,11,11,1,NA,NA,NA,NA,4,2,3,0
2131839,8487883,37,"F",1974-10-23,NA,NA,2001-06-29,3,NA,0,0,0,0,0,1,18.9287671232877,"C58E9E223D5EAE6E","single_parent",1,NA,NA,NA,NA,NA,NA,NA,3,3,21,21,0,NA,NA,NA,NA,4,2,3,0
2132137,9925005,56,"M",1955-10-06,NA,NA,NA,NA,2755282,1,0,0,0,0,2,NA,"E6FB67616C9A3468","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,30,30,0,NA,NA,56,NA,2,0,0,0
2132137,2755282,54,"F",1957-04-09,NA,NA,NA,NA,9925005,1,0,0,0,0,2,NA,"402092E3D77EB9B6","union",0,NA,NA,NA,NA,NA,NA,NA,3,3,28,28,0,NA,NA,54,NA,2,0,0,0
2132300,5306372,68,"F",1943-08-24,NA,NA,NA,NA,2755570,1,0,0,0,0,2,NA,"7B7612875D07BFD1","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,36,36,0,NA,NA,68,NA,2,0,0,0
2132300,2755570,71,"M",1940-02-06,NA,NA,NA,NA,5306372,1,0,0,0,0,2,NA,"40225095EA38A902","union",0,NA,NA,NA,NA,NA,NA,NA,4,4,37,37,0,NA,NA,71,NA,2,0,0,0
2132622,3651831,41,"F",1970-02-11,NA,NA,2000-10-11,3,10887531,1,0,1,0,1,2,27.5095890410959,"54F9DB11EE3252F4","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,41,NA,5,3,3,0
2132622,3081843,13,"F",1998-12-29,3651831,10887531,NA,NA,NA,0,1,0,0,0,2,NA,"47B9577E72F239B6","child",1,3651831,NA,NA,NA,NA,NA,NA,2,2,8,8,1,NA,NA,NA,NA,5,3,3,0
2132622,2756095,11,"F",2000-10-11,3651831,10887531,NA,NA,NA,0,1,0,0,0,2,NA,"4025353AA323BD6C","child",1,3651831,NA,NA,NA,NA,NA,NA,1,1,6,6,1,NA,NA,NA,NA,5,3,3,0
2132622,9248606,14,"M",1997-08-09,3651831,10887531,NA,NA,NA,0,1,0,0,0,2,NA,"D742A067E29A3BD6","child",1,3651831,NA,NA,NA,NA,NA,NA,2,2,10,10,1,NA,NA,NA,NA,5,3,3,0
2132622,10887531,44,"M",1967-08-29,NA,NA,NA,NA,3651831,1,0,0,1,1,2,NA,"FD5F4B162B456DDE","union_w_child",0,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,44,NA,5,3,3,0
2132992,2756763,41,"F",1970-07-21,NA,NA,1994-06-13,1,NA,0,0,0,0,0,1,23.9123287671233,"40293D8E16F107CB","single",1,NA,NA,NA,NA,NA,NA,NA,3,3,22,22,0,NA,NA,NA,NA,1,0,0,0
